Measurement,Well,Group,Time,OCR,ECAR,PER,plate_id,Protocol,Project,Interval,LOCR,LECAR,Code,sample_id,is.out.p
1,A02,Oligomycin-DB2#9A_2,1,47.85886655505953,36.24867529749724,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.8682563996895443,3.5904028371156356,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,C01,Oligomycin-DB2#9A_2,1,39.46277894698842,38.22349022586304,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.675357922518954,3.6434502540007756,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,C02,Oligomycin-DB2#9A_2,1,48.53501765021983,37.21379108194714,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.882285550823747,3.6166794205857835,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,C03,FCCP-DB2#9A_2,1,54.64515257509613,38.26633658308654,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,4.0008605112392255,3.644570569302624,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,C04,FCCP-DB2#9A_2,1,54.672115320692626,33.65626645785674,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,4.001353804689789,3.5161992633550714,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,C05,Glycolysis-DB2#9A_2,1,50.181604195797824,36.93567026579754,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,DB2,Int1,3.915648509255459,3.6091777579880358,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,C07,Glycolysis-HF#31A,1,95.41137634552743,48.09782940616444,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.558197820249555,3.873237049402508,31A,31A-HF | 13-08-2018,FALSE
1,C08,Glycolysis-HF#31A,1,126.17202514964433,46.65120225619064,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.837646254771002,3.842698698798149,31A,31A-HF | 13-08-2018,FALSE
1,C09,FCCP-HF#31A,1,73.49280798825433,40.73786149799514,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.297187550931177,3.7071579179627894,31A,31A-HF | 13-08-2018,FALSE
1,C10,FCCP-HF#31A,1,94.98330468859783,45.49899033629044,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.5537011360364135,3.817690135299495,31A,31A-HF | 13-08-2018,FALSE
1,C11,Oligomycin-HF#31A,1,91.40396052256233,46.24637988947604,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.51528880927801,3.833983188234992,31A,31A-HF | 13-08-2018,FALSE
1,C12,Oligomycin-HF#31A,1,81.55462990954652,39.43164499397904,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.401273101330942,3.6745686663695247,31A,31A-HF | 13-08-2018,FALSE
1,D01,Oligomycin-DB2#9A_2,1,43.47141869399883,39.55401445154584,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.772103680630997,3.6776671922622035,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,D02,Oligomycin-DB2#9A_2,1,53.509310262735525,38.714451549814044,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.9798556623641432,3.6562129553897456,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,D03,FCCP-DB2#9A_2,1,43.922247863818825,37.50477294379754,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.782420976761771,3.6244682033784117,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,D04,FCCP-DB2#9A_2,1,50.94327122003393,32.17542918072814,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.9307126846083245,3.471203092343597,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,D05,Glycolysis-DB2#9A_2,1,51.50922226585803,38.06511851379214,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,DB2,Int1,3.9417608647614695,3.6392983382116806,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,D08,Glycolysis-HF#31A,1,86.31833795548373,38.35064990746244,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.458042066309965,3.646771474409239,31A,31A-HF | 13-08-2018,FALSE
1,D09,FCCP-HF#31A,1,99.45020355282743,46.27609157759104,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.599657052083482,3.8346254471082197,31A,31A-HF | 13-08-2018,FALSE
1,D10,FCCP-HF#31A,1,87.11105176466762,41.179239387863944,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.467183761741008,3.7179342310032237,31A,31A-HF | 13-08-2018,FALSE
1,D11,Oligomycin-HF#31A,1,86.66868925090853,44.37748082852254,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.462092679585585,3.792732152227772,31A,31A-HF | 13-08-2018,FALSE
1,D12,Oligomycin-HF#31A,1,82.34892159574443,40.53437773976124,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.410965361161394,3.702150447137955,31A,31A-HF | 13-08-2018,FALSE
1,E01,Oligomycin-DB2#9A_2,1,36.70459231013763,37.53175146621874,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.602901878298706,3.6251872804890803,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,E02,Oligomycin-DB2#9A_2,1,21.213992294297668,61.044153809816436,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.0546609778465608,4.111597435280398,9A_2,9A_2-DB2 | 13-08-2018,TRUE
1,E03,FCCP-DB2#9A_2,1,49.144947763598026,35.96859257596784,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.8947740491143352,3.582646129223587,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,E04,FCCP-DB2#9A_2,1,54.55703484048853,36.64351455607194,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.999246665293128,3.60123645649595,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,E05,Glycolysis-DB2#9A_2,1,47.44260782297172,36.54491655612214,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,DB2,Int1,3.859520724151887,3.5985420946111586,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,E07,Glycolysis-HF#31A,1,92.82105323352533,45.711341254698844,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.5306734808023625,3.8223464346105795,31A,31A-HF | 13-08-2018,FALSE
1,E08,Glycolysis-HF#31A,1,93.67330544234433,46.74447697562104,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.539813254762667,3.8446961091967604,31A,31A-HF | 13-08-2018,FALSE
1,E09,FCCP-HF#31A,1,87.77576503129363,44.39456508912974,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.4747854378387135,3.793117054043237,31A,31A-HF | 13-08-2018,FALSE
1,E10,FCCP-HF#31A,1,83.54576812312042,48.96815600451804,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.42539460292821,3.8911702093899208,31A,31A-HF | 13-08-2018,FALSE
1,E11,Oligomycin-HF#31A,1,78.84045839490162,44.04068462337594,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.367426296510407,3.7851138572235663,31A,31A-HF | 13-08-2018,FALSE
1,E12,Oligomycin-HF#31A,1,79.40529076900393,42.22194601048374,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.374565000403446,3.74294013350585,31A,31A-HF | 13-08-2018,FALSE
1,F01,Oligomycin-DB2#9A_2,1,43.64792880466923,33.72302358615444,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.77615583109497,3.5181807965560723,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,F02,Oligomycin-DB2#9A_2,1,47.614083391954324,34.89678234848244,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.863128587055474,3.552394628639485,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,F03,FCCP-DB2#9A_2,1,50.19603334578293,40.21369431123834,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.915936006559398,3.6942075921238184,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,F04,FCCP-DB2#9A_2,1,55.98908019045633,37.20967238692924,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,4.025156675121846,3.6165687378835782,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,F05,Glycolysis-DB2#9A_2,1,46.21135394429582,33.44958081499434,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,DB2,Int1,3.8332255242645825,3.5100392548064576,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,F06,Glycolysis-DB2#9A_2,1,52.08656850891373,40.48531230797414,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,DB2,Int1,3.952907113390465,3.7009392492734254,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,F07,Glycolysis-HF#31A,1,95.24556163988822,49.03483980577554,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.556458415964585,3.892531061902586,31A,31A-HF | 13-08-2018,FALSE
1,F08,Glycolysis-HF#31A,1,100.87011215214103,46.24587936518894,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.613833670914456,3.8339723651825306,31A,31A-HF | 13-08-2018,FALSE
1,F10,FCCP-HF#31A,1,86.24975975372743,49.31424270587734,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.45724727044356,3.8982129380247885,31A,31A-HF | 13-08-2018,FALSE
1,F11,Oligomycin-HF#31A,1,77.99995623469643,44.91507916896314,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.356708265595799,3.804773577319339,31A,31A-HF | 13-08-2018,FALSE
1,F12,Oligomycin-HF#31A,1,93.48915767328543,42.071740294785144,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.537845468857153,3.7393762633925665,31A,31A-HF | 13-08-2018,FALSE
1,G01,Oligomycin-DB2#9A_2,1,46.78821511663673,38.75202853314284,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.8456313574661176,3.6571831036715783,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,G02,Oligomycin-DB2#9A_2,1,43.22529710898692,38.51163895753764,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.766425905090831,3.650960506192494,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,G03,FCCP-DB2#9A_2,1,41.68883005956593,39.16777049402624,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.7302332286437174,3.6678542273451775,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,G04,FCCP-DB2#9A_2,1,49.79122610316433,40.41306406137974,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.907838785841235,3.6991531005509217,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,G05,Glycolysis-DB2#9A_2,1,44.00985512211042,36.480757978830844,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,DB2,Int1,3.7844135888864394,3.5967849429187497,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,G07,Glycolysis-HF#31A,1,90.55794354098673,49.70427658811694,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.505989905948216,3.9060909774513046,31A,31A-HF | 13-08-2018,FALSE
1,G08,Glycolysis-HF#31A,1,87.56691586368292,51.10423503343774,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.472403253817008,3.933867371142207,31A,31A-HF | 13-08-2018,FALSE
1,G09,FCCP-HF#31A,1,88.03592399393423,45.36578836107944,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.47774495837995,3.814758260649353,31A,31A-HF | 13-08-2018,FALSE
1,G10,FCCP-HF#31A,1,86.42284326917073,50.13655811958344,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.459252030554691,3.914750444972736,31A,31A-HF | 13-08-2018,FALSE
1,G11,Oligomycin-HF#31A,1,85.02652168476592,47.33290191486954,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.442963227643031,3.857205654417027,31A,31A-HF | 13-08-2018,FALSE
1,G12,Oligomycin-HF#31A,1,81.57785164986532,46.56494463217614,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.401557799267902,3.840847996929129,31A,31A-HF | 13-08-2018,FALSE
1,H02,Oligomycin-DB2#9A_2,1,50.903319087231125,37.47004416216764,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.9299281294311394,3.623541791405586,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,H03,FCCP-DB2#9A_2,1,48.687409211515025,37.40582543071624,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.8854204589106667,3.6218264524707076,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,H04,FCCP-DB2#9A_2,1,52.633132400013324,38.790470280526144,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.963345814980373,3.6581746051351804,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,H05,Glycolysis-DB2#9A_2,1,53.700034029315525,38.44475810498134,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,DB2,Int1,3.983413635207645,3.649222356488315,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,H06,Glycolysis-DB2#9A_2,1,50.11114207305492,38.70978629752294,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,DB2,Int1,3.9142433800321093,3.656092443972999,9A_2,9A_2-DB2 | 13-08-2018,FALSE
1,H07,Glycolysis-HF#31A,1,96.52697739816982,49.78975093165854,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.569822527805993,3.9078091582647674,31A,31A-HF | 13-08-2018,FALSE
1,H08,Glycolysis-HF#31A,1,90.89189121806703,49.35783001148394,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.509670791682569,3.899096416140558,31A,31A-HF | 13-08-2018,FALSE
1,H09,FCCP-HF#31A,1,85.38436182389982,48.30461977632204,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.447162967210431,3.877527203627492,31A,31A-HF | 13-08-2018,FALSE
1,H10,FCCP-HF#31A,1,84.90148473845683,44.690390868549244,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.441491581249862,3.7997585091266073,31A,31A-HF | 13-08-2018,FALSE
1,H11,Oligomycin-HF#31A,1,78.51339899439392,49.51686092464004,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.363269298049527,3.902313236315411,31A,31A-HF | 13-08-2018,FALSE
2,A02,Oligomycin-DB2#9A_2,2,44.81254360200323,32.56943635583278,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.8024880913468855,3.4833743135145965,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,A03,FCCP-DB2#9A_2,2,48.66787809584294,33.85870166619008,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.8850192251107507,3.522196031793521,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,A04,FCCP-DB2#9A_2,2,47.66841468855883,31.86719965819028,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.8642690127073513,3.4615772569248007,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,A05,Glycolysis-DB2#9A_2,2,47.45567854131933,36.75531272113188,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,DB2,Int1,3.8597961921067054,3.604282779050824,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,A06,Glycolysis-DB2#9A_2,2,47.010067244546136,32.59738694776708,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,DB2,Int1,3.8503617754656934,3.48423213018361,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,A07,Glycolysis-HF#31A,2,91.00372770787703,39.30375997082968,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.5109004695006805,3.6713201878567996,31A,31A-HF | 13-08-2018,FALSE
2,A08,Glycolysis-HF#31A,2,90.19860862079894,43.59929730822798,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.50201400145957,3.77504103344135,31A,31A-HF | 13-08-2018,FALSE
2,A09,FCCP-HF#31A,2,84.84774929118814,42.48195615009278,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.4408584655910985,3.7490794246044707,31A,31A-HF | 13-08-2018,FALSE
2,A10,FCCP-HF#31A,2,89.46457831169053,43.25580908696758,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.493842773888248,3.76713153850809,31A,31A-HF | 13-08-2018,FALSE
2,A11,Oligomycin-HF#31A,2,84.86642597828553,38.640072864859576,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.441078561374414,3.6542898950790708,31A,31A-HF | 13-08-2018,FALSE
2,B01,Oligomycin-DB2#9A_2,2,39.13034492603833,31.10803143536078,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.6668982510579484,3.4374660313555494,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,B02,Oligomycin-DB2#9A_2,2,48.67333345166783,33.42806296605638,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.8851313123910276,3.509395755769592,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,B03,FCCP-DB2#9A_2,2,49.175370326130235,36.95179361081838,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.8953928950272494,3.6096141877808807,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,B04,FCCP-DB2#9A_2,2,52.274118072058236,31.69345535183028,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.9565013742409274,3.4561102037900824,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,B05,Glycolysis-DB2#9A_2,2,49.54290459255154,30.366434128703375,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,DB2,Int1,3.9028390536010784,3.4133378578968046,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,B06,Glycolysis-DB2#9A_2,2,47.35892254209473,31.64911732707658,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,DB2,Int1,3.8577552399388892,3.4547102596413106,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,B08,Glycolysis-HF#31A,2,93.36537495412823,37.71435618025658,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.536520558666067,3.6300408225051517,31A,31A-HF | 13-08-2018,FALSE
2,B09,FCCP-HF#31A,2,89.60076299253463,45.69791339498758,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.495363835486309,3.8220526381047595,31A,31A-HF | 13-08-2018,FALSE
2,B10,FCCP-HF#31A,2,92.44788189565094,38.96133499181208,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.52664504676106,3.662569743890874,31A,31A-HF | 13-08-2018,FALSE
2,B11,Oligomycin-HF#31A,2,81.90148920734994,39.813462077874675,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.405517173933637,3.68420509826175,31A,31A-HF | 13-08-2018,FALSE
2,B12,Oligomycin-HF#31A,2,74.53922760039723,33.31732805192668,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,HF,Int1,4.311325531781128,3.5060776235648032,31A,31A-HF | 13-08-2018,FALSE
2,C01,Oligomycin-DB2#9A_2,2,36.24220824947703,31.96714953669798,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.5902244133547176,3.4647087985304914,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,C02,Oligomycin-DB2#9A_2,2,44.665954051779835,30.96746226584618,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Olig,DB2,Int1,3.7992115570909037,3.432937048937239,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,C03,FCCP-DB2#9A_2,2,51.97059693826424,32.32884567420898,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.950678115163048,3.475959886621387,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,C04,FCCP-DB2#9A_2,2,50.64144463312543,29.25270818903168,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,DB2,Int1,3.9247703049393947,3.3759721570510957,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,C05,Glycolysis-DB2#9A_2,2,51.619198753565136,30.827083418643177,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,DB2,Int1,3.943893672154602,3.4283936353679643,9A_2,9A_2-DB2 | 13-08-2018,FALSE
2,C07,Glycolysis-HF#31A,2,89.91778813474913,41.263120525295776,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.498895787697258,3.7199691355465925,31A,31A-HF | 13-08-2018,FALSE
2,C08,Glycolysis-HF#31A,2,116.46913878114333,38.810794755497575,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,Glyc,HF,Int1,4.757626334746562,3.6586984232823903,31A,31A-HF | 13-08-2018,FALSE
2,C09,FCCP-HF#31A,2,70.85509614860403,38.199212074448475,0,PBMC-DB2#9A_2+HF#31A 13-08-2018,FCCP,HF,Int1,4.2606368922528945,3.642814889076466,31A,31A-HF | 13-08-2018,FALSE
