Measurement,Well,Group,Time,OCR,ECAR,PER,plate_id,Protocol,Project,Interval,LOCR,LECAR,Code,sample_id,is.out.p
1,A02,Oligomycin-DB2#10A_1x,1,48.86767071891063,26.32512740850135,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.889116047345064,3.2705238978374385,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,B03,FCCP-DB2#10A_1x,1,50.03928839081463,35.08914708940975,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.912808464690532,3.557891882927811,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,B04,FCCP-DB2#10A_1x,1,52.86155118409083,29.955894437110448,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.967676253885402,3.3997261144494937,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,B05,Glycolysis-DB2#10A_1x,1,45.77374509159803,29.054529695330647,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.8237106754736545,3.3691743986925915,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,B06,Glycolysis-DB2#10A_1x,1,51.021731872975536,26.973565232767353,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.9322516571194277,3.2948573209536236,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,B07,Glycolysis-DB2#10A_1y,1,50.657871181992135,31.09388723353835,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.9250946220165344,3.4370112478900583,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,B08,Glycolysis-DB2#10A_1y,1,56.845897824471535,33.018246862563444,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,4.040344059712152,3.4970603438833194,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,B09,FCCP-DB2#10A_1y,1,48.22839612840073,31.54894436075845,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.875947978881462,3.4515401291804904,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,B10,FCCP-DB2#10A_1y,1,51.64157276520683,26.703478573325352,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.9443270218509627,3.284793840565171,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,B11,Oligomycin-DB2#10A_1y,1,46.74845660841413,27.596830995510746,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.8447812414659692,3.317700947127664,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,B12,Oligomycin-DB2#10A_1y,1,45.03153278754803,15.250237966217451,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.8073629729868346,2.724595107273802,10A_1y,10A_1y-DB2 | 16-Oct-18 ,TRUE
1,C01,Oligomycin-DB2#10A_1x,1,42.37721654808193,27.63159885022535,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.7466108722519404,3.3189600037187934,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,C02,Oligomycin-DB2#10A_1x,1,48.805392359666534,30.96121953257155,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.887840805928012,3.432735438532674,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,C03,FCCP-DB2#10A_1x,1,53.186692962740636,32.61865618645345,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.9738082327799913,3.4848844003434754,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,C04,FCCP-DB2#10A_1x,1,54.13601349298233,30.815218480904452,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.991499648172215,3.428008674471968,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,C05,Glycolysis-DB2#10A_1x,1,44.58296936497034,27.65553284355305,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.7973519332983163,3.319825810791419,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,C06,Glycolysis-DB2#10A_1x,1,49.93981924770543,29.894467303258548,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.9108186654559187,3.3976734232498256,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,C07,Glycolysis-DB2#10A_1y,1,49.992450363950034,31.67554959873635,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.911872001306598,3.455545077240141,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,C08,Glycolysis-DB2#10A_1y,1,46.565482706664234,27.65015388362615,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.8408595522178457,3.319631293364291,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,C09,FCCP-DB2#10A_1y,1,42.73044678804223,28.42134896568665,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.754911705675274,3.3471405869079796,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,C10,FCCP-DB2#10A_1y,1,51.37586426733904,26.100316773274347,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.9391684953968262,3.261947451162059,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,C11,Oligomycin-DB2#10A_1y,1,46.57581473155854,27.06134697832155,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.8410814092290932,3.2981063989731694,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,C12,Oligomycin-DB2#10A_1y,1,46.967466155915936,24.86112438188665,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.8494551525738854,3.213305313615161,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,D01,Oligomycin-DB2#10A_1x,1,44.674850546502036,29.38659821175295,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.7994107156901933,3.3805387272789136,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,D02,Oligomycin-DB2#10A_1x,1,51.512828327172834,30.365396584510147,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.941830870382509,3.413303689844199,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,D03,FCCP-DB2#10A_1x,1,50.11427415187443,32.50357633703224,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.9143058807218245,3.481350124421063,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,D04,FCCP-DB2#10A_1x,1,52.07545942865893,30.29303333973105,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.9526938095499604,3.410917763297875,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,D05,Glycolysis-DB2#10A_1x,1,45.258931144091534,33.22330672474115,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.812400024020467,3.5032516394101965,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,D08,Glycolysis-DB2#10A_1y,1,52.91857206692303,32.38271881524565,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.968754356020334,3.4776249106061345,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,D09,FCCP-DB2#10A_1y,1,50.35368863824394,31.084113053462847,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.9190718764264543,3.4366968543711,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,D10,FCCP-DB2#10A_1y,1,50.67433709750603,31.977879976841347,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.9254196108022006,3.4650444130520803,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,D11,Oligomycin-DB2#10A_1y,1,45.134568712310035,27.12115294787925,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.809648443200089,3.300313974995956,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,D12,Oligomycin-DB2#10A_1y,1,46.36514003762753,24.77624387268725,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.8365478845782124,3.20988528572414,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,E01,Oligomycin-DB2#10A_1x,1,37.281306341682836,27.82800157380085,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.61849203055761,3.3260427646159734,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,E02,Oligomycin-DB2#10A_1x,1,52.695104202128334,31.18118371536325,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.964522551841547,3.439814826839848,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,E03,FCCP-DB2#10A_1x,1,55.67251999599233,36.17203345195544,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,4.019486667849415,3.5882862636802897,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,E04,FCCP-DB2#10A_1x,1,50.850326382757636,28.578262945723647,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.9288865410139433,3.352646391988551,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,E05,Glycolysis-DB2#10A_1x,1,44.90770547848393,34.76221662692775,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.804609394244305,3.548531067838336,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,E06,Glycolysis-DB2#10A_1x,1,51.183767101769035,32.76757136936244,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.935422432981294,3.48943934856252,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,E07,Glycolysis-DB2#10A_1y,1,52.039482223661835,32.16971988182566,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.952002704011061,3.4710256337783236,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,E08,Glycolysis-DB2#10A_1y,1,50.62119845604444,31.71684892878125,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.924370430380858,3.4568480516297257,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,E09,FCCP-DB2#10A_1y,1,50.68169791992813,32.101606119015344,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.925564857652746,3.4689060637445595,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,E10,FCCP-DB2#10A_1y,1,45.52504280836733,28.691805015145253,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.8182625659398046,3.3566115424494214,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,E11,Oligomycin-DB2#10A_1y,1,49.85476132533023,33.36893476881686,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.909114004892509,3.50762537043228,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,E12,Oligomycin-DB2#10A_1y,1,55.11090901504204,27.416954517277848,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,4.009347682316215,3.3111616000326944,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,F01,Oligomycin-DB2#10A_1x,1,40.92471383815614,28.144482370498647,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.7117341308847043,3.3373513272207895,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,F02,Oligomycin-DB2#10A_1x,1,50.81142032081654,29.15069006940055,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.9281211387834674,3.3724785855660606,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,F03,FCCP-DB2#10A_1x,1,53.56921627184373,35.556043264276056,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.9809745798034664,3.571110135171242,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,F04,FCCP-DB2#10A_1x,1,54.80400216590694,31.310338738893247,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,4.003763223511826,3.44394835415214,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,F05,Glycolysis-DB2#10A_1x,1,49.68376009067343,30.34109538610055,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.905678120966349,3.412503076963474,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,F06,Glycolysis-DB2#10A_1x,1,51.53029635215144,31.10117725437475,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.9421699133841708,3.4372456723071663,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,F07,Glycolysis-DB2#10A_1y,1,46.64037826308933,28.96338006990305,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.8424666522814186,3.3660322758277976,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,F08,Glycolysis-DB2#10A_1y,1,47.697304178072535,33.75485668871114,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.8648748801142303,3.519124308853393,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,F09,FCCP-DB2#10A_1y,1,48.745115714442534,29.507154481778553,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.886605001951482,3.3846327587474403,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,F10,FCCP-DB2#10A_1y,1,48.97382059671364,32.817480450242144,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.891285881799208,3.490961313983879,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,F11,Oligomycin-DB2#10A_1y,1,48.503069148963434,34.678795667542744,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.8816270773631794,3.5461284243065405,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,F12,Oligomycin-DB2#10A_1y,1,44.928798404988534,25.23011773061195,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.8050789790117525,3.2280384289366473,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,G01,Oligomycin-DB2#10A_1x,1,37.987818678338634,28.540769401657148,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.637265547239343,3.3513335703978946,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,G02,Oligomycin-DB2#10A_1x,1,49.273449856135336,30.55023915234325,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.897385393510662,3.419372513814239,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,G03,FCCP-DB2#10A_1x,1,49.77296906868553,31.91117131309095,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.907472046881473,3.4629561463883634,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,G04,FCCP-DB2#10A_1x,1,52.85147352618134,32.091639001852045,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.967485593217662,3.468595528976466,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,G05,Glycolysis-DB2#10A_1x,1,42.65557128205053,30.999419033041352,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.7531578933562026,3.4339684634399004,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,G06,Glycolysis-DB2#10A_1x,1,48.55012812032163,32.589700913865656,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.882596833669416,3.483996315570957,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,G07,Glycolysis-DB2#10A_1y,1,52.48649409599943,31.169497162411947,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.960555881187457,3.4394399615481257,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,G08,Glycolysis-DB2#10A_1y,1,46.94609986183514,34.24446049482795,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.849000132168305,3.533524814250048,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,G09,FCCP-DB2#10A_1y,1,40.12669244159663,33.156254565755845,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.692041759790484,3.5012313735184764,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,G10,FCCP-DB2#10A_1y,1,48.50553053529464,32.14568463977194,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.881677823097882,3.4702782158509575,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,G11,Oligomycin-DB2#10A_1y,1,45.65634558500014,29.74164917981165,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.8211426025285244,3.3925483927498012,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,G12,Oligomycin-DB2#10A_1y,1,46.60048496453433,28.50180388332055,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.841610948041704,3.3499673794232128,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,H02,Oligomycin-DB2#10A_1x,1,48.02281265141083,30.488077558729852,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.8716761615769895,3.4173357074783817,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,H03,FCCP-DB2#10A_1x,1,46.580435703684735,30.117400475655852,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.8411806182914674,3.405103093618036,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,H04,FCCP-DB2#10A_1x,1,50.70383502945174,30.606928521275552,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.9260015493429985,3.42122640559259,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,H05,Glycolysis-DB2#10A_1x,1,49.43749559480334,30.033781282061252,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.9007091564214886,3.402322790886938,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,H06,Glycolysis-DB2#10A_1x,1,49.31500305811953,33.24260524481765,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.8982283564179094,3.5038323437155148,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
1,H07,Glycolysis-DB2#10A_1y,1,48.649054381108336,32.513719789448444,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.8846323712613695,3.481662147624205,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,H08,Glycolysis-DB2#10A_1y,1,47.18957257185353,32.53650642535925,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.8541729480972235,3.4823627335612186,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,H09,FCCP-DB2#10A_1y,1,34.50311199713583,30.740789979078453,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.541049522784816,3.42559043651409,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,H10,FCCP-DB2#10A_1y,1,51.196665529919834,33.97067830365805,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.9356744035558946,3.5254977496993116,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
1,H11,Oligomycin-DB2#10A_1y,1,38.18257753089463,31.32600182324425,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.6423793259951927,3.444448481858737,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
2,A02,Oligomycin-DB2#10A_1x,2,46.18765793084123,23.59364771643366,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Olig,DB2,Int1,3.832712618044198,3.1609775112423875,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
2,A03,FCCP-DB2#10A_1x,2,45.778086954742136,22.663783023525763,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.8238055258562262,3.1207681888645697,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
2,A04,FCCP-DB2#10A_1x,2,48.58439631323823,25.35157791413066,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.883302415840907,3.2328409732334036,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
2,A05,Glycolysis-DB2#10A_1x,2,44.947077778469634,23.625503390066264,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.8054857483142475,3.162326780668837,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
2,A06,Glycolysis-DB2#10A_1x,2,44.358280263761735,23.625943174456363,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.792299394006642,3.162345395311227,10A_1x,10A_1x-DB2 | 16-Oct-18 ,FALSE
2,A07,Glycolysis-DB2#10A_1y,2,49.22027243839133,18.827561428780065,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.896305580063222,2.935321829703759,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
2,A08,Glycolysis-DB2#10A_1y,2,39.94270845478673,22.039691372981164,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,Glyc,DB2,Int1,3.687446138777768,3.092844981145888,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
2,A09,FCCP-DB2#10A_1y,2,42.641504938727834,27.50341999467096,0,PBMC-DB2#10A_1x+DB2#10A_1y 16-Oct-18 ,FCCP,DB2,Int1,3.7528280732949897,3.3143103603826143,10A_1y,10A_1y-DB2 | 16-Oct-18 ,FALSE
